X,Y,OBJECTID,BUSSTOPID,STOPNUMBER,LTAR,LOCATION,ACCESSIBLE,BUSPADID,FDMID,FCODE,SOURCE,SACC,ADDDATE,MODDATE
-63.576535373692558,44.648902461347518,2001,BS2265,6590,Yes,Duke St Before Albemarle St (6590),Accessible,CPD457,300001348,Conventional Transit Bus Stop,,Coordinated Point,2016-07-29T00:00:00.000Z,2019-01-11T00:00:00.000Z
-63.61006880591902,44.712085747425562,2002,BS2407,7447,Yes,Pettipas Dr After Vidito Dr (7447),Non-Standard,CPD2384,200002958,Conventional Transit Bus Stop,,Coordinated Point,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
-63.570258569019622,44.645025285058232,2003,BS273,9006,Yes,Lower Water St Before Salter St (9006),Accessible,CPD694,300001665,Conventional Transit Bus Stop,,Coordinated Point,2016-07-29T00:00:00.000Z,2019-01-08T00:00:00.000Z
-63.693105099331149,44.725663100920038,2004,BS1040,9056,Yes,Hammonds Plains Rd After Innovation Dr (9056),Non-Standard,CPD1411,100001111,Conventional Transit Bus Stop,,Coordinated Point,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
-63.54929899955544,44.705079901479372,2005,BS1032,8440,Yes,Waverley Rd After Lethbridge Ave (8440),Accessible,CPD216,200001848,Conventional Transit Bus Stop,,Coordinated Point,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
-63.601898399339539,44.644087700977252,2006,BS648,8134,Yes,Quinpool Rd Before Beech St (8134),Accessible,CPD1096,300001659,Conventional Transit Bus Stop,,Coordinated Point,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
-63.619791099762509,44.642558000980927,2007,BS2052,6410,Yes,Chebucto Rd Before Armdale Rotary (6410),Accessible,CPD1990,300001795,Conventional Transit Bus Stop,,Coordinated Point,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
-63.594451300057187,44.650350800983368,2008,BS1971,6545,Yes,Cunard St Opposite Hunter St (6545),Accessible,CPD2053,300001268,Conventional Transit Bus Stop,,Coordinated Point,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
-63.497274700317888,44.674512500854597,2009,BS599,8027,Yes,Poplar Dr Before Evergreen Dr (8027),Accessible,CPD1062,200001545,Conventional Transit Bus Stop,,Coordinated Point,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
-63.662751000727923,44.670506800918666,2010,BS2269,6594,Yes,Dunbrack St After Knightsridge Dr (6594),Accessible,CPD2252,700005262,Conventional Transit Bus Stop,,Coordinated Point,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
-63.670566899756913,44.661751801242161,2011,BS1555,7432,Yes,Parkland Dr Before Bethany Way (7432),Accessible,CPD1725,300003456,Conventional Transit Bus Stop,,Coordinated Point,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
-63.672083700622586,44.769917900584133,2012,BS517,6744,Yes,Glendale Dr After Pinehill Dr (6744),Accessible,CPD71,100000445,Conventional Transit Bus Stop,,Coordinated Point,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
-63.526769599877731,44.635819700857702,2013,BS2295,7484,Yes,Pleasant St After Belmont Ave (7484),Accessible,CPD400,200000220,Conventional Transit Bus Stop,,Coordinated Point,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
-63.619961900040742,44.632079900926421,2014,BS2338,6516,Yes,Cowie Hill Rd After Margate Dr (6516),Accessible,CPD2439,300002277,Conventional Transit Bus Stop,,Coordinated Point,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
-63.616231077189852,44.671904713983913,2015,BS957,8165,Yes,Northridge Rd Turning Loop (8165),Accessible,CPD166,700010510,Conventional Transit Bus Stop,,Coordinated Point,2016-07-29T00:00:00.000Z,2019-01-10T00:00:00.000Z
-63.609659599950902,44.632547900749856,2016,BS972,8100,Yes,Purcells Cove Rd Opposite Pinehaven Dr (8100),Non-Standard,CPD1199,300002291,Conventional Transit Bus Stop,,Coordinated Point,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
-63.673409125298434,44.779448769594104,2017,BS2440,7208,Yes,Metropolitan Ave After First Lake Dr (7208),Non-Standard,CPD2411,100000649,Conventional Transit Bus Stop,,Coordinated Point,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
-63.572780216378938,44.644582259642732,2018,BS2083,6122,Yes,Barrington St Before Spring Garden Rd (6122),Accessible,CPD378,300001620,Conventional Transit Bus Stop,,Coordinated Point,2016-07-29T00:00:00.000Z,2019-01-08T00:00:00.000Z
-63.518037100356999,44.672205501404783,2019,BS1533,8325,Yes,Spring Ave Before Pembroke Ct (8325),Non-Standard,CPD1707,200002356,Conventional Transit Bus Stop,,Coordinated Point,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
-63.707050350867398,44.705492362457981,2020,BS1196,7027,Yes,Larry Uteck Blvd Before Belle St (7027),Non-Standard,CPD1282,700010512,Conventional Transit Bus Stop,,Coordinated Point,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
-63.651833316040921,44.737882936370262,2021,BS1841,8227,Yes,Rockmanor Dr After Rocky Lake Dr (8227),Non-Standard,CPD1903,100001203,Conventional Transit Bus Stop,,Coordinated Point,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
-63.707746600009834,44.781474400993957,2022,BS51,7322,Yes,Sackville Dr Before Millwood Dr (7322),Accessible,CPD559,100000727,Conventional Transit Bus Stop,,Coordinated Point,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
-63.705791037704905,44.722754069317183,2023,BS2720,6330,Yes,Gary Martin Dr Before Lasalle Ct (6330),Accessible,CPD2558,700007326,Conventional Transit Bus Stop,August 2017,Coordinated Point,2017-06-28T00:00:00.000Z,2018-05-08T00:00:00.000Z
-63.538761757679438,44.670287374376429,2024,BS1250,8637,Yes,Penhorn Terminal Metrolink (8637),Accessible,CPD231,700004486,Terminal,,Coordinated Point,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
-63.699318614997367,44.767838588027168,2025,BS669,8961,Yes,Sackville Terminal Bay 5 (8961),Accessible,CPD2594,700010416,Terminal,,Coordinated Point,2016-07-29T00:00:00.000Z,2018-05-09T00:00:00.000Z
-63.676737800244382,44.652813500790749,2026,BS2106,6387,Yes,Chain Lake Dr Opposite Civic 209 (6387),Accessible,CPD381,700005341,Conventional Transit Bus Stop,07/12/2016,Coordinated Point,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
-63.507836121248047,44.621574727190577,2027,BS2421,7461,Yes,Main Rd Before Morris Ave (7461),Accessible,CPD2398,200002979,Conventional Transit Bus Stop,,Coordinated Point,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
-63.477417900001541,44.645199601209015,2028,BS1493,6061,Yes,Pearl Dr Before Amethyst Cr (6061),Accessible,CPD1791,700003523,Conventional Transit Bus Stop,,Coordinated Point,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
-63.571512392577432,44.666242342152842,2029,BS729,6026,Yes,Alderney Dr After Church St (6026),Accessible,CPD133,700004535,Conventional Transit Bus Stop,,Coordinated Point,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
-63.737918300186202,44.653356100674841,2030,BS1973,6624,Yes,Eisener St Opposite Wedgewood Ave (6624),Non-Standard,CPD2055,300002774,Conventional Transit Bus Stop,07/12/2016,Coordinated Point,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
-63.548541000220368,44.653489800956478,2031,BS1895,8010,Yes,Pleasant St Opposite Dartmouth General (8010),Accessible,CPD2109,200000690,Conventional Transit Bus Stop,,Coordinated Point,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
-63.530595078210084,44.687347256702317,2032,BS530,6355,Yes,Caledonia Rd After Roleika Dr (6355),Accessible,CPD856,200001655,Conventional Transit Bus Stop,,Coordinated Point,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
-63.596850771147977,44.656038910125773,2033,BS1171,8182,Yes,Robie St After May St (8182),Accessible,CPD1266,300000816,Conventional Transit Bus Stop,,Coordinated Point,2016-07-29T00:00:00.000Z,2018-12-31T00:00:00.000Z
-63.69552680731848,44.772269009182871,2034,BS269,9000,Yes,Downsview Dr After Touchstone Ct (9000),Accessible,CPD37,700010419,Conventional Transit Bus Stop,,Coordinated Point,2016-07-29T00:00:00.000Z,2018-10-04T00:00:00.000Z
-63.663658900137804,44.677631901074079,2035,BS2276,6600,Yes,Dunbrack St After Wentworth Dr (6600),Accessible,CPD2254,700005269,Conventional Transit Bus Stop,,Coordinated Point,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
-63.627568400878687,44.656300801300162,2036,BS2158,6565,Yes,Desmond Ave Before Scot St (6565),Accessible,CPD351,300000997,Conventional Transit Bus Stop,,Coordinated Point,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
-63.583747799785051,44.581897601289121,2037,BS718,6895,Yes,Herring Cove Rd After Arbutus Ave (6895),Non-Standard,CPD1042,300002800,Conventional Transit Bus Stop,,Coordinated Point,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
-63.549780899891282,44.65566880076274,2038,BS2424,7464,Yes,Pleasant St After Acadia St (7464),Accessible,CPD416,200000691,Conventional Transit Bus Stop,,Coordinated Point,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
-63.613443355131572,44.668539470146811,2039,BS1013,7133,Yes,Leeds St Before Rosemeade Ave (7133),Accessible,CPD196,300000250,Conventional Transit Bus Stop,,Coordinated Point,2016-07-29T00:00:00.000Z,2019-01-10T00:00:00.000Z
-63.635108200908483,44.654194101155923,2040,BS1651,8242,Yes,Rosedale Ave At Civic 34 (8242),Non-Standard,CPD1912,300001017,Conventional Transit Bus Stop,08/12/2016,Coordinated Point,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
-63.577961007234961,44.631592263248912,2041,BS897,8402,Yes,Tower Rd After Atlantic St (8402),Accessible,CPD1137,300002317,Conventional Transit Bus Stop,,Coordinated Point,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
-63.547920568887939,44.680390843323863,2042,BS1503,8066,Yes,Prince Albert Rd After Bartlin Rd (8066),Accessible,CPD1799,200001859,Conventional Transit Bus Stop,,Coordinated Point,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
-63.676286800157676,44.683061400681495,2043,BS815,9034,Yes,Parkland Dr After Kearney Lake Rd (9034),Accessible,CPD1233,300003672,Conventional Transit Bus Stop,,Coordinated Point,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
-63.682961800148284,44.688060001164935,2044,BS1199,7030,Yes,Kearney Lake Rd Before Hamshaw Dr (7030),Non-Standard,CPD1285,300002954,Conventional Transit Bus Stop,,Coordinated Point,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
-63.564860640986367,44.707030084753768,2045,BS1081,8894,Yes,Shubie Dr Before Kiltearn Row (8894),Accessible,CPD1452,700003415,Conventional Transit Bus Stop,,Coordinated Point,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
-63.587185499663768,44.684832301081791,2046,BS2415,7455,Yes,Pinecrest Dr At Civic 123 (7455),Accessible,CPD2392,200000046,Conventional Transit Bus Stop,,Coordinated Point,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
-63.566221951561197,44.565570384599582,2047,BS1944,7056,Yes,Ketch Harbour Rd After Latter Pond Ln (7056),Inaccessible,CPD2034,700002729,Conventional Transit Bus Stop,,Coordinated Point,2016-07-29T00:00:00.000Z,2018-03-27T00:00:00.000Z
-63.651486152217892,44.768951513014066,2048,BS2738,6642,Yes,First Lake Dr At Sackville Lakes Park (6642),Non-Standard,CPD2509,100000471,Conventional Transit Bus Stop,,Coordinated Point,2017-11-28T00:00:00.000Z,2018-04-03T00:00:00.000Z
-63.662153094651217,44.699202067646347,2049,BS2650,8869,Yes,Larry Uteck Blvd Before Bedford Hwy (8869),Accessible,CPD2595,700005520,Conventional Transit Bus Stop,,Coordinated Point,2016-07-29T00:00:00.000Z,2018-05-09T00:00:00.000Z
-63.530543899391731,44.674074401679093,2050,BS1209,7035,Yes,Valleyfield Rd Before Hilton Dr (7035),Accessible,CPD1293,200000978,Conventional Transit Bus Stop,,Coordinated Point,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
-63.565836599457128,44.627343301129152,2051,BS739,8023,Yes,Point Pleasant Park Opposite Civic 5480 (8023),Accessible,CPD1058,700006881,Conventional Transit Bus Stop,,Coordinated Point,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
-63.53997246749352,44.681898696277997,2052,BS588,7175,Yes,Main St Before Major St (7175),Accessible,CPD119,700004598,Conventional Transit Bus Stop,,Coordinated Point,2016-07-29T00:00:00.000Z,2018-12-20T00:00:00.000Z
-63.680156499856544,44.72817020044328,2053,BS658,7189,Yes,Meadowbrook Dr After Basinview Dr (7189),Non-Standard,CPD994,100001215,Conventional Transit Bus Stop,,Coordinated Point,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
-63.704148100796928,44.781663700711405,2054,BS138,7298,Yes,Sackville Dr After Jubilee Ln (7298),Non-Standard,CPD538,100000593,Conventional Transit Bus Stop,,Coordinated Point,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
-63.704100800005641,44.792573700841345,2055,BS385,7240,Yes,Millwood Dr Opposite Rossing Dr (7240),Accessible,CPD903,100002225,Conventional Transit Bus Stop,29/12/2016,Coordinated Point,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
-63.673049899796098,44.726821900840449,2056,BS661,7192,Yes,Meadowbrook Dr Before Douglas Dr (7192),Non-Standard,CPD997,100001118,Conventional Transit Bus Stop,,Coordinated Point,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
-63.631796787090721,44.654239689962154,2057,BS2744,6788,Yes,Dutch Village Rd Before Central Ave (6788),Accessible,CPD2718,300000974,Conventional Transit Bus Stop,15/06/2018,Coordinated Point,2018-07-12T00:00:00.000Z,2018-08-17T00:00:00.000Z
-63.670729999676546,44.662796000912323,2058,BS575,7437,Yes,Parkland Dr Opposite Bethany Way (7437),Accessible,CPD971,300003052,Conventional Transit Bus Stop,,Coordinated Point,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
-63.69507029966077,44.772667845187961,2059,BS270,9001,Yes,Downsview Dr Before Touchstone Ct (9001),Accessible,CPD691,700010419,Conventional Transit Bus Stop,,Coordinated Point,2016-07-29T00:00:00.000Z,2018-10-04T00:00:00.000Z
-63.53369994059797,44.872487266324221,2060,BS2645,8704,No,Pratt And Whitney Dr At Civic 645 (8704),Non-Standard,CPD2534,100001266,Conventional Transit Bus Stop,27/04/2018,Coordinated Point,2018-04-27T00:00:00.000Z,2018-10-03T00:00:00.000Z
-63.62992109938758,44.649005700371916,2061,BS1981,6610,Yes,Joseph Howe Dr After Mumford Rd (6610),Accessible,CPD2063,300003431,Conventional Transit Bus Stop,,Coordinated Point,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
-63.584755269359341,44.657998350032713,2062,BS2161,6570,Yes,Valour Way After Centre Gate (6570),Inaccessible,CPD2166,700006386,Conventional Transit Bus Stop,,Coordinated Point,2016-07-29T00:00:00.000Z,2018-09-18T00:00:00.000Z
-63.692823738001024,44.868623963795393,2063,BS62,8726,Yes,Beaver Bank Rd At Davis Dr (8726),Non-Standard,CPD570,100000757,Conventional Transit Bus Stop,,Coordinated Point,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
-63.621132200040066,44.629881300862685,2064,BS960,8168,Yes,Ridgevalley Rd Before Bromley Rd (8168),Accessible,CPD1187,300002340,Conventional Transit Bus Stop,,Coordinated Point,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
-63.647211100323496,44.674945800620947,2065,BS2378,6250,Yes,Bedford Hwy Before Flamingo Dr (6250),Non-Standard,CPD2363,300003522,Conventional Transit Bus Stop,,Coordinated Point,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
-63.531105099407611,44.667462700937612,2066,BS1324,8841,Yes,Baker Dr After Norm Newman Dr (8841),Accessible,CPD1495,700000555,Conventional Transit Bus Stop,,Coordinated Point,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
-63.697165427821517,44.873306779989207,2067,BS64,8728,Yes,Beaver Bank Rd Opposite Chesapeake Rd (8728),Non-Standard,CPD572,100000745,Conventional Transit Bus Stop,,Coordinated Point,2016-07-29T00:00:00.000Z,2018-09-18T00:00:00.000Z
-63.543446759347013,44.646554011819866,2068,BS835,6975,Yes,Irving St Before Pleasant St (6975),Inaccessible,CPD1251,200000634,Conventional Transit Bus Stop,,Coordinated Point,2016-07-29T00:00:00.000Z,2018-11-01T00:00:00.000Z
-63.660340582767084,44.672795749083647,2069,BS2758,2005,Yes,Knightsridge Dr After Flamingo Dr (2005),Accessible,CPD2729,300000166,Conventional Transit Bus Stop,15/06/2018,Coordinated Point,2018-07-12T00:00:00.000Z,2018-08-17T00:00:00.000Z
-63.626598199710585,44.634875601177349,2070,BS694,8362,Yes,Stonehaven Rd After Fenwood Rd (8362),Non-Standard,CPD1024,300002191,Conventional Transit Bus Stop,,Coordinated Point,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
-63.633953400441072,44.642975700818155,2071,BS2168,6577,Yes,Downs Ave After Winter St (6577),Non-Standard,CPD2169,300001865,Conventional Transit Bus Stop,,Coordinated Point,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
-63.599434699604259,44.686355401070919,2072,BS1710,8075,Yes,Princess Margaret Blvd After Windmill Rd (8075),Non-Standard,CPD1805,200000253,Conventional Transit Bus Stop,,Coordinated Point,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
-63.548612500727103,44.653569200969216,2073,BS2292,7481,Yes,Pleasant St At Dartmouth General (7481),Accessible,CPD398,200000690,Conventional Transit Bus Stop,,Coordinated Point,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
-63.582619699942825,44.620727401136257,2074,BS642,8125,Yes,Purcells Cove Rd Opposite Civic 376 (8125),Accessible,CPD1093,300002536,Conventional Transit Bus Stop,,Coordinated Point,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
-63.679310300333633,44.784339700578968,2075,BS320,7339,Yes,Nordic Cr After Stokil Dr (7339),Accessible,CPD12,100002091,Conventional Transit Bus Stop,,Coordinated Point,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
-63.622032399989642,44.635790700929114,2076,BS2462,6868,Yes,Herring Cove Rd After Withrod Dr (6868),Non-Standard,CPD2307,300002184,Conventional Transit Bus Stop,,Coordinated Point,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
-63.642756199421001,44.662944101371345,2077,BS1720,7069,Yes,Lacewood Dr After Gateway Rd (7069),Accessible,CPD272,300000500,Conventional Transit Bus Stop,,Coordinated Point,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
-63.59871001249487,44.667995366598802,2078,BS2081,6120,Yes,Barrington St Before Richmond St (6120),Accessible,CPD377,300003263,Conventional Transit Bus Stop,,Coordinated Point,2016-07-29T00:00:00.000Z,2019-01-08T00:00:00.000Z
-63.260843069051475,44.668961534785858,2079,BS1,8896,Yes,Back Rd After Gaetz Lake Dr (8896),Inaccessible,CPD463,400000168,Conventional Transit Bus Stop,,Coordinated Point,2016-07-29T00:00:00.000Z,2018-09-19T00:00:00.000Z
-63.678226500011327,44.681193301234742,2080,BS1360,8692,Yes,Parkland Dr Opposite 2nd Castlepark Grv (8692),Accessible,CPD1531,300003671,Conventional Transit Bus Stop,18/01/2017,Coordinated Point,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
-63.746128104179078,44.656090263872962,2081,BS2766,2013,Yes,Charles Rd At Charles Rd Park (2013),Non-Standard,CPD2707,300003158,Conventional Transit Bus Stop,15/06/2018,Coordinated Point,2018-07-12T00:00:00.000Z,2018-08-17T00:00:00.000Z
-63.525690099790687,44.676280501222124,2082,BS1784,6634,Yes,Ellenvale Ave Before Waltdale Dr (6634),Accessible,CPD1855,200000995,Conventional Transit Bus Stop,,Coordinated Point,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
-63.646248599513996,44.654282401198415,2083,BS585,7172,Yes,Main Ave Before Willett St (7172),Accessible,CPD979,300003362,Conventional Transit Bus Stop,,Coordinated Point,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
-63.590829100592153,44.639117600769396,2084,BS1862,6450,Yes,Coburg Rd Before Lemarchant St (6450),Accessible,CPD314,300001998,Conventional Transit Bus Stop,,Coordinated Point,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
-63.490530599220676,44.668478601242633,2085,BS1967,6541,Yes,Cumberland Dr After Colby Dr (6541),Accessible,CPD332,700004635,Conventional Transit Bus Stop,,Coordinated Point,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
-63.529559399739256,44.685109501147139,2086,BS534,6359,Yes,Caledonia Rd After Main St (6359),Accessible,CPD860,200001654,Conventional Transit Bus Stop,,Coordinated Point,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
-63.544325300016794,44.666963800640985,2087,BS505,6732,Yes,Gaston Rd After Portland St (6732),Accessible,CPD838,200002200,Conventional Transit Bus Stop,01/12/2016,Coordinated Point,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
-63.561229500589299,44.672898900853589,2088,BS2236,6836,Yes,Hawthorne St After Prince Albert Rd (6836),Accessible,CPD2224,200000620,Conventional Transit Bus Stop,,Coordinated Point,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
-63.63481379963369,44.644449901461293,2089,BS1160,8577,Yes,Winter St Before Piers Ave (8577),Non-Standard,CPD1390,300001652,Conventional Transit Bus Stop,,Coordinated Point,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
-63.648414538275325,44.675087326205606,2090,BS192,6700,Yes,Flamingo Dr Before Bedford Hwy (6700),Accessible,CPD741,300003581,Conventional Transit Bus Stop,,Coordinated Point,2016-07-29T00:00:00.000Z,2018-10-04T00:00:00.000Z
-63.689778531832857,44.796837358740113,2091,BS129,8711,Yes,Beaver Bank Rd After Windgate Dr (8711),Accessible,CPD529,100001361,Conventional Transit Bus Stop,,Coordinated Point,2016-07-29T00:00:00.000Z,2018-09-18T00:00:00.000Z
-63.674191799557711,44.671311401666472,2092,BS1802,6653,Yes,Farnham Gate Rd Before Red Fern Terr (6653),Accessible,CPD1873,300003256,Conventional Transit Bus Stop,,Coordinated Point,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
-63.703972900570434,44.638145701446341,2093,BS465,6166,Yes,St Margarets Bay Rd Opposite Power Terr (6166),Non-Standard,CPD802,300002867,Conventional Transit Bus Stop,07/12/2016,Coordinated Point,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
-63.597001099719193,44.650090600764244,2094,BS1352,6412,Yes,Chebucto Rd Opposite St Matthias St (6412),Accessible,CPD1523,300001291,Conventional Transit Bus Stop,,Coordinated Point,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
-63.466405699970217,44.740523800733833,2095,BS2001,7003,Yes,Johnson Rd At Civic 60 (7003),Non-Standard,CPD2080,700003150,Conventional Transit Bus Stop,,Coordinated Point,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
-63.583023025539099,44.656732789243563,2096,BS2159,6568,Yes,Valour Way After Rainbow Gate (6568),Inaccessible,CPD2164,700006386,Conventional Transit Bus Stop,,Coordinated Point,2016-07-29T00:00:00.000Z,2018-09-18T00:00:00.000Z
-63.524133278080818,44.685907928791472,2097,BS1821,6306,Yes,Booth St After Main St (6306),Non-Standard,CPD1890,200002490,Conventional Transit Bus Stop,,Coordinated Point,2016-07-29T00:00:00.000Z,2018-10-16T00:00:00.000Z
-63.659340099390761,44.686279700448672,2098,BS2376,6248,Yes,Bedford Hwy At Dakin Dr (6248),Inaccessible,CPD2362,700005284,Conventional Transit Bus Stop,,Coordinated Point,2016-07-29T00:00:00.000Z,
-63.672737799015245,44.641655612930101,2099,BS2037,6395,Yes,Horseshoe Lake Dr After Civic 211 (6395),Non-Standard,CPD1977,700005443,Conventional Transit Bus Stop,07/12/2016,Coordinated Point,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
-63.595148952368092,44.65493188059461,2100,BS1170,8181,Yes,Robie St After North St (8181),Accessible,CPD1265,300000906,Conventional Transit Bus Stop,,Coordinated Point,2016-07-29T00:00:00.000Z,2018-12-31T00:00:00.000Z
-63.59612330015954,44.653831900808065,2101,BS334,7353,Yes,North St Before Clifton St (7353),Accessible,CPD610,300000961,Conventional Transit Bus Stop,,Coordinated Point,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
-63.723401599754986,44.651222400648045,2102,BS560,6176,Yes,St Margarets Bay Rd Before Devonshire Dr (6176),Accessible,CPD83,700001128,Conventional Transit Bus Stop,,Coordinated Point,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
-63.586537499933577,44.680843001171525,2103,BS806,8426,Yes,Victoria Rd Before Primrose St (8426),Accessible,CPD176,700000604,Conventional Transit Bus Stop,,Coordinated Point,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
-63.645004301691465,44.651964821620027,2104,BS1749,8490,Yes,Willett St After Coronation Ave (8490),Accessible,CPD281,300001177,Conventional Transit Bus Stop,04/01/2017,Coordinated Point,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
-63.632769953597574,44.598702775848565,2105,BS1022,7142,Yes,Leiblin Dr Opposite Guildwood Cr (7142),Non-Standard,CPD1328,300002895,Conventional Transit Bus Stop,,Coordinated Point,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
-63.283175378355836,44.744121752037671,2106,BS1440,8789,Yes,Lakeview Shopping Centre (8789),Accessible,CPD1673,700010463,Conventional Transit Bus Stop,,Coordinated Point,2016-07-29T00:00:00.000Z,2018-09-20T00:00:00.000Z
-63.546335799691256,44.667164600326657,2107,BS1873,8044,Yes,Portland St After Prince Arthur Ave (8044),Accessible,CPD2024,200000884,Conventional Transit Bus Stop,18/01/2017,Coordinated Point,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
-63.681418594203173,44.783947620813301,2108,BS692,8360,Yes,Stokil Dr Opposite Saratoga Dr (8360),Accessible,CPD2468,100001364,Conventional Transit Bus Stop,,Coordinated Point,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
-63.678532200295763,44.721692900784063,2109,BS441,6142,Yes,Basinview Dr After Roy Cr (6142),Non-Standard,CPD783,100000333,Conventional Transit Bus Stop,,Coordinated Point,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
-63.70092660025427,44.781541300984216,2110,BS35,7306,Yes,Sackville Dr After Sharon Dr (7306),Accessible,CPD544,100000593,Conventional Transit Bus Stop,,Coordinated Point,2016-07-29T00:00:00.000Z,2018-03-29T00:00:00.000Z
-63.662722560964333,44.660969175547812,2111,BS2607,9103,Yes,Lacewood Terminal Bay 3 (9103),Accessible,CPD2581,700010368,Terminal,,Coordinated Point,2016-07-29T00:00:00.000Z,2018-05-08T00:00:00.000Z
